; Samples 30000, Items 6, SampleRate 1
; Item#:   0   0   1   1   7   7 
; Index:   0   1   0   1   0   1 
; PosFbk#00[0] PosFbk#01[0] PosCmd#00[0] PosCmd#01[0] CurFbk#00[0] CurFbk#01[0] 
39885030.5000000000 57547650.1250000000 39884903.0076037720 57547473.8958227930 -0.3452718258 -0.6365427971 
39885196.6250000000 57546714.6250000000 39885132.6723216100 57546562.4999302700 -0.2050523758 -0.4343664050 
39885194.7500000000 57545754.6250000000 39885189.9027407540 57545624.3565325740 -0.1042836756 -0.3352907896 
39885037.7500000000 57544754.0000000000 39885072.7262180750 57544691.8019668390 -0.0443904288 -0.0930861309 
39884785.7500000000 57543773.0000000000 39884785.1816452370 57543796.9799319360 -0.1042810231 0.1701605469 
39884435.7500000000 57542882.6250000000 39884337.1802343950 57542970.7335453110 -0.2861079276 0.4713764787 
39883932.6250000000 57542153.2500000000 39883744.1638942290 57542241.5422289820 -0.4066078663 0.4524038732 
39883229.8750000000 57541585.3750000000 39883026.5729714330 57541634.5400683130 -0.2853803337 0.4313433766 
39882408.1250000000 57541153.5000000000 39882209.1417039630 57541170.6494794120 -0.0641046166 0.4924282432 
39881541.5000000000 57540865.8750000000 39881340.9498808530 57540870.9627313090 0.2776575089 0.5724593401 
39880771.5000000000 57540732.7500000000 39880620.6183715980 57540747.8295536040 0.3776654601 0.3513103724 
39880134.6250000000 57540736.1250000000 39880109.8643133790 57540723.8378107400 0.2981519997 -0.3563809991 
39879599.3750000000 57540781.5000000000 39879629.4299269320 57540676.4015663270 -0.1042463779 -0.3353109658 
39879033.2500000000 57540818.2500000000 39878974.2797647860 57540668.5134859380 -0.4263386726 -0.0320193581 
39878284.7500000000 57540858.1250000000 39878096.5582341400 57540790.8656661060 -0.3861807287 0.5724591613 
39877400.2500000000 57541063.8750000000 39877198.1813799220 57541086.0624502670 -0.1648937166 0.7746583223 
39876449.7500000000 57541478.7500000000 39876369.3245242540 57541541.3122206630 0.2178921998 0.7135813236 
39875577.7500000000 57542053.7500000000 39875638.2294033320 57542141.1088235150 0.5186084509 0.5935201645 
39874921.1250000000 57542774.1250000000 39875029.7912165820 57542865.0280272590 0.4588357210 0.3302516043 
39874486.7500000000 57543605.6250000000 39874564.7284581960 57543688.4189862760 0.3981508613 0.1891421080 
39874214.8750000000 57544519.6250000000 39874259.6446440960 57544580.0710103810 0.3383847773 -0.1941783875 
39874106.2500000000 57545443.6250000000 39874127.8588088150 57545433.1636000720 0.1973891109 -1.0619145632 
39874094.1250000000 57546210.0000000000 39874124.8607460630 57546092.7603295000 0.0760136023 -1.7254585028 
39874127.1250000000 57546718.3750000000 39874163.6208363850 57546485.5070919840 -0.0444389209 -1.8875923157 
39874143.1250000000 57546868.3750000000 39874187.1321510370 57546638.9588384180 -0.0640570968 -1.3841714859 
39874147.5000000000 57546817.1250000000 39874190.5005221290 57546658.6839965510 -0.0435169339 -0.6975942850 
39874121.5000000000 57546716.1250000000 39874191.0000000000 57546659.0000000000 0.1777785122 -0.3352862000 
39874145.3750000000 57546630.1250000000 39874226.7551850230 57546652.4334014360 0.5186036825 -0.2952546477 
39874358.5000000000 57546561.1250000000 39874451.8777417990 57546613.6204642650 0.6399797201 -0.4153549671 
39874785.3750000000 57546447.8750000000 39874931.5749156250 57546530.9168181570 0.4784541726 -0.4553833008 
39875325.1250000000 57546307.8750000000 39875565.5447596610 57546421.6153244450 0.2179102898 -0.3142706156 
39875901.8750000000 57546240.5000000000 39876152.8837780880 57546320.3533596470 -0.1443737596 -0.2342045605 
39876369.8750000000 57546263.0000000000 39876523.0965394900 57546256.5257057180 -0.4468616843 -0.2742320597 
39876590.5000000000 57546338.8750000000 39876647.2761241350 57546235.1161478090 -0.2246913612 -0.5774951577 
39876653.0000000000 57546371.8750000000 39876653.7499999780 57546233.9999996050 -0.1042258590 -0.6575584412 
39876612.7500000000 57546304.6250000000 39876654.0000000000 57546234.0000000000 0.1572172195 -0.4954177141 
39876544.8750000000 57546222.5000000000 39876654.0000000000 57546234.0000000000 0.3178376257 -0.3542944193 
39876550.3750000000 57546185.5000000000 39876654.0000000000 57546234.0000000000 0.2973261774 -0.3352887928 
39876617.2500000000 57546205.3750000000 39876654.0000000000 57546234.0000000000 0.1973713189 -0.4764046967 
39876714.5000000000 57546214.8750000000 39876654.0000000000 57546234.0000000000 0.0153671196 -0.4764045775 
39876778.7500000000 57546171.5000000000 39876654.0000000000 57546234.0000000000 -0.0435558520 -0.4153546989 
39876775.6250000000 57546104.3750000000 39876654.0000000000 57546234.0000000000 0.0358774997 -0.2742319703 
39876734.0000000000 57546077.2500000000 39876654.0000000000 57546234.0000000000 0.1375791878 -0.2131780237 
39876692.5000000000 57546118.8750000000 39876654.0000000000 57546234.0000000000 0.1973707676 -0.3142700195 
39876682.1250000000 57546208.0000000000 39876654.0000000000 57546234.0000000000 0.1973708272 -0.5164428949 
39876724.5000000000 57546250.0000000000 39876654.0000000000 57546234.0000000000 0.0956756547 -0.5374607444 
39876758.6250000000 57546240.2500000000 39876654.0000000000 57546234.0000000000 0.0162399821 -0.4553827047 
39876745.3750000000 57546215.1250000000 39876654.0000000000 57546234.0000000000 0.0563943088 -0.3753200769 
39876714.1250000000 57546218.6250000000 39876654.0000000000 57546234.0000000000 0.0965486318 -0.3753200769 
39876688.6250000000 57546253.0000000000 39876654.0000000000 57546234.0000000000 0.1367063671 -0.4553826153 
39876672.5000000000 57546270.6250000000 39876654.0000000000 57546234.0000000000 0.1367063671 -0.4764043689 
39876684.8750000000 57546245.5000000000 39876654.0000000000 57546234.0000000000 0.0965486467 -0.4363766313 
39876707.8750000000 57546209.5000000000 39876654.0000000000 57546234.0000000000 0.0153670162 -0.3542942405 
39876695.3750000000 57546192.3750000000 39876654.0000000000 57546234.0000000000 0.0563944206 -0.3352887630 
39876669.1250000000 57546215.2500000000 39876654.0000000000 57546234.0000000000 0.0965486765 -0.4153546691 
39876656.2500000000 57546242.6250000000 39876654.0000000000 57546234.0000000000 0.1161885411 -0.4153547287 
39876657.1250000000 57546252.5000000000 39876653.8077968960 57546247.6312565880 0.0965486765 -0.1731477529 
39876664.5000000000 57546288.6250000000 39876654.2070140540 57546341.7856052070 0.0563944876 0.3112589717 
39876667.0000000000 57546462.1250000000 39876655.2627089690 57546590.7685584650 0.0563944802 0.8737305403 
39876658.7500000000 57546904.5000000000 39876657.2392493340 57547056.9305616020 0.0769086182 1.1579753160 
39876651.0000000000 57547641.0000000000 39876660.3298998850 57547785.8526116910 0.0965486839 1.2380430698 
39876649.7500000000 57548660.6250000000 39876664.6418995190 57548802.8267276590 0.0965486839 1.2780857086 
39876656.7500000000 57549959.2500000000 39876670.1881808420 57550110.9030308350 0.0965486765 1.2380434275 
39876664.1250000000 57551549.6250000000 39876676.8863715680 57551690.6542302590 0.0760345906 1.1159919500 
39876668.5000000000 57553392.8750000000 39876684.5651549100 57553501.6756980720 0.0965486616 0.7955909967 
39876672.3750000000 57555449.3750000000 39876692.9774977790 57555485.7053069030 0.0760346577 0.3703608811 
39876677.6250000000 57557602.6250000000 39876701.8197253720 57557571.1221313700 0.0965486616 0.0271384008 
39876688.3750000000 57559766.8750000000 39876710.7549694030 57559678.4766472580 0.0965486467 -0.5373000503 
39876696.7500000000 57561809.3750000000 39876719.4391793460 57561726.6254147590 0.0965486392 -0.8369681239 
39876708.1250000000 57563704.3750000000 39876727.5476882460 57563638.9965571460 0.0965486318 -1.0390647650 
39876709.2500000000 57565404.3750000000 39876734.8002817850 57565349.5022469310 0.0965486318 -1.3020741940 
39876715.1250000000 57566874.7500000000 39876740.9828350620 57566807.6416676490 0.1170622408 -1.5634193420 
39876731.0000000000 57568022.2500000000 39876745.9638461400 57567982.4004269240 0.0965486318 -1.4832371473 
39876748.2500000000 57568862.3750000000 39876749.7045900150 57568864.6453282310 0.0760352686 -1.4014708996 
39876755.6250000000 57569420.0000000000 39876752.2621087060 57569467.8295892330 0.0769075528 -1.2010049820 
39876749.5000000000 57569769.6250000000 39876753.7848068180 57569826.9540536550 0.0965486020 -0.9781539440 
39876744.5000000000 57569951.7500000000 39876754.5009924320 57569995.8646062310 0.1170619577 -0.6959451437 
39876743.5000000000 57570028.7500000000 39876754.7012484220 57570043.0944707990 0.1161893755 -0.4152991772 
39876753.6250000000 57570050.7500000000 39876754.7102913330 57570045.2272163110 0.1170618683 -0.2132737488 
39876763.3750000000 57570036.8750000000 39876755.0000000000 57570045.0000000000 0.0760353953 -0.0721654743 
39876765.6250000000 57570046.0000000000 39876755.0000000000 57570045.0000000000 0.0760354027 -0.0529022068 
39876760.6250000000 57570083.0000000000 39876755.0000000000 57570045.0000000000 0.0965485871 -0.1330897510 
39876758.2500000000 57570132.8750000000 39876755.0000000000 57570045.0000000000 0.1170618236 -0.2341021001 
